   0.00000,   0.02970,   0.00000,   0.04950,   0.00000,   0.04950
   0.00000,   0.01064,   0.00000,   0.02128,   0.00000,   0.04255
   0.00000,   0.13793,   0.00000,   0.13793,   0.00000,   0.24138
   0.00000,   0.09091,   0.00000,   0.09091,   0.00000,   0.18182
   0.00000,   0.09524,   0.00000,   0.00000,   0.00000,   0.09524
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.05556,   0.00000,   0.11111,   0.00000,   0.11111
   0.00000,   0.06522,   0.00000,   0.06522,   0.00000,   0.04348
   0.00000,   0.23077,   0.00000,   0.23077,   0.00000,   0.23077
   0.00000,   0.08333,   0.00000,   0.05556,   0.00000,   0.05556
   0.03571,   0.03571,   0.00000,   0.07143,   0.00000,   0.07143
   0.00000,   0.09091,   0.00000,   0.00000,   0.00000,   0.09091
   0.00000,   0.05882,   0.05882,   0.00000,   0.05882,   0.05882
   0.00000,   0.11111,   0.00000,   0.11111,   0.00000,   0.11111
   0.00000,   0.09091,   0.09091,   0.09091,   0.09091,   0.18182
   0.00000,   0.13333,   0.00000,   0.13333,   0.00000,   0.20000
   0.00000,   0.09091,   0.00000,   0.09091,   0.00000,   0.18182
   0.00000,   0.13333,   0.00000,   0.13333,   0.00000,   0.13333
   0.00000,   0.00000,   0.05263,   0.00000,   0.02632,   0.00000
   0.00000,   0.10811,   0.00000,   0.08108,   0.00000,   0.13514
   0.00000,   0.05556,   0.00000,   0.11111,   0.00000,   0.11111
   0.00000,   0.00000,   0.16667,   0.00000,   0.00000,   0.00000
   0.00000,   0.01418,   0.00709,   0.01418,   0.00000,   0.03546
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.16667
   0.00000,   0.02564,   0.00000,   0.05128,   0.00000,   0.12821
   0.03571,   0.07143,   0.00000,   0.07143,   0.00000,   0.10714
   0.00000,   0.00000,   0.06667,   0.00000,   0.00000,   0.13333
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.02564,   0.12821,   0.02564,   0.00000,   0.02564,   0.10256
   0.03226,   0.00000,   0.00000,   0.03226,   0.00000,   0.03226
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.14286
   0.00000,   0.07407,   0.00000,   0.07407,   0.00000,   0.07407
   0.06667,   0.20000,   0.00000,   0.20000,   0.00000,   0.26667
   0.03704,   0.07407,   0.00000,   0.11111,   0.00000,   0.11111
   0.00000,   0.06667,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.05263,   0.02632,   0.02632,   0.00000,   0.10526
   0.00000,   0.00000,   0.02381,   0.02381,   0.02381,   0.04762
   0.00000,   0.00000,   0.00000,   0.01852,   0.00000,   0.03704
   0.00000,   0.00000,   0.02041,   0.00000,   0.00000,   0.02041
   0.00000,   0.06667,   0.00000,   0.06667,   0.00000,   0.13333
   0.00000,   0.08696,   0.04348,   0.08696,   0.04348,   0.13043
   0.00000,   0.07692,   0.00000,   0.15385,   0.00000,   0.19231
   0.00000,   0.00000,   0.06667,   0.00000,   0.00000,   0.00000
   0.01852,   0.05556,   0.00000,   0.03704,   0.00000,   0.07407
   0.01538,   0.03077,   0.00000,   0.07692,   0.00000,   0.09231
   0.01639,   0.14754,   0.00000,   0.09836,   0.00000,   0.11475
   0.04255,   0.06383,   0.00000,   0.06383,   0.02128,   0.08511
   0.00000,   0.27273,   0.00000,   0.00000,   0.00000,   0.18182
   0.00000,   0.04167,   0.00000,   0.04167,   0.00000,   0.00000
   0.00000,   0.05000,   0.00000,   0.02500,   0.00000,   0.02500
   0.00000,   0.11765,   0.00000,   0.00000,   0.05882,   0.29412
   0.00000,   0.00000,   0.02381,   0.04762,   0.02381,   0.04762
   0.00000,   0.02703,   0.00000,   0.05405,   0.00000,   0.05405
   0.00000,   0.04762,   0.00000,   0.07143,   0.00000,   0.09524
   0.00000,   0.09302,   0.00000,   0.02326,   0.02326,   0.06977
   0.00000,   0.07143,   0.00000,   0.00000,   0.00000,   0.05357
   0.00000,   0.02632,   0.02632,   0.05263,   0.02632,   0.07895
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.17391,   0.00000,   0.13043,   0.00000,   0.13043
   0.00000,   0.08333,   0.00000,   0.08333,   0.00000,   0.12500
   0.00000,   0.00000,   0.03846,   0.00000,   0.00000,   0.03846
   0.00000,   0.00000,   0.06667,   0.00000,   0.06667,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.09091
   0.00000,   0.08621,   0.00000,   0.10345,   0.01724,   0.12069
   0.00000,   0.04348,   0.04348,   0.08696,   0.00000,   0.08696
   0.00000,   0.09259,   0.00000,   0.09259,   0.00000,   0.12963
   0.00000,   0.00000,   0.00000,   0.04545,   0.00000,   0.09091
   0.00000,   0.04545,   0.00000,   0.04545,   0.00000,   0.00000
   0.00000,   0.07317,   0.00000,   0.09756,   0.00000,   0.12195
   0.02703,   0.00000,   0.00000,   0.00000,   0.00000,   0.05405
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.01471
   0.00000,   0.04651,   0.00000,   0.02326,   0.00000,   0.05814
   0.03704,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.04348
   0.03125,   0.06250,   0.00000,   0.00000,   0.00000,   0.06250
   0.03571,   0.14286,   0.00000,   0.07143,   0.00000,   0.14286
   0.00000,   0.06667,   0.00000,   0.06667,   0.00000,   0.13333
   0.00000,   0.08696,   0.00000,   0.08696,   0.00000,   0.08696
   0.00000,   0.05263,   0.00000,   0.00000,   0.00000,   0.05263
   0.00000,   0.09091,   0.00000,   0.09091,   0.00000,   0.09091
   0.00000,   0.04348,   0.00000,   0.00000,   0.00000,   0.13043
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.10526
   0.02041,   0.00000,   0.00000,   0.02041,   0.00000,   0.04082
   0.00000,   0.00000,   0.05263,   0.00000,   0.00000,   0.00000
   0.00000,   0.18182,   0.00000,   0.09091,   0.00000,   0.09091
   0.00000,   0.08824,   0.02941,   0.00000,   0.02941,   0.00000
   0.03704,   0.22222,   0.03704,   0.18519,   0.03704,   0.25926
   0.00000,   0.11111,   0.00000,   0.11111,   0.00000,   0.14815
   0.01724,   0.03448,   0.00000,   0.03448,   0.00000,   0.06897
   0.00000,   0.07500,   0.00000,   0.07500,   0.00000,   0.05000
   0.00000,   0.03509,   0.01754,   0.00000,   0.00000,   0.10526
   0.00000,   0.14286,   0.14286,   0.14286,   0.14286,   0.28571
   0.00000,   0.03704,   0.00000,   0.05556,   0.00000,   0.09259
   0.00000,   0.18182,   0.00000,   0.09091,   0.00000,   0.27273
